"COMPRESSIVE_STRENGTH","CONST","C","LG_C","LG_C.x.C","BLAST","BLAST.x.C","BLAST.x.LG_C","FASH","FASH.x.C","FASH.x.LG_C","FASH.x.BLAST","W","W.x.C","W.x.LG_C","W.x.BLAST","W.x.FASH","LG_W","LG_W.x.C","LG_W.x.LG_C","LG_W.x.BLAST","LG_W.x.FASH","LG_W.x.W","PLAST","PLAST.x.C","PLAST.x.LG_C","PLAST.x.BLAST","PLAST.x.FASH","PLAST.x.W","PLAST.x.LG_W","CA","CA.x.C","CA.x.LG_C","CA.x.BLAST","CA.x.FASH","CA.x.W","CA.x.LG_W","CA.x.PLAST","LG_CA","LG_CA.x.C","LG_CA.x.LG_C","LG_CA.x.BLAST","LG_CA.x.FASH","LG_CA.x.W","LG_CA.x.LG_W","LG_CA.x.PLAST","LG_CA.x.CA","FA","FA.x.C","FA.x.LG_C","FA.x.BLAST","FA.x.FASH","FA.x.W","FA.x.LG_W","FA.x.PLAST","FA.x.CA","FA.x.LG_CA","LG_FA","LG_FA.x.C","LG_FA.x.LG_C","LG_FA.x.BLAST","LG_FA.x.FASH","LG_FA.x.W","LG_FA.x.LG_W","LG_FA.x.PLAST","LG_FA.x.CA","LG_FA.x.LG_CA","LG_FA.x.FA","AGE","AGE.x.C","AGE.x.LG_C","AGE.x.BLAST","AGE.x.FASH","AGE.x.W","AGE.x.LG_W","AGE.x.PLAST","AGE.x.CA","AGE.x.LG_CA","AGE.x.FA","AGE.x.LG_FA","LG_AGE","LG_AGE.x.C","LG_AGE.x.LG_C","LG_AGE.x.BLAST","LG_AGE.x.FASH","LG_AGE.x.W","LG_AGE.x.LG_W","LG_AGE.x.PLAST","LG_AGE.x.CA","LG_AGE.x.LG_CA","LG_AGE.x.FA","LG_AGE.x.LG_FA","LG_AGE.x.AGE"
38.07,1,198.6,5.29129275161107,1050.85074046996,132.4,26294.64,700.567160313306,0,0,0,0,192,38131.2,1015.92820830933,25420.8,0,5.25749537202778,1044.13858088472,27.8189471536393,696.092387256478,0,1009.43911142933,0,0,0,0,0,0,0,978.4,194310.24,5177.00082817627,129540.16,0,187852.8,5143.93347199198,0,6.88591858437296,1367.54343085647,36.4354110936766,911.69562057098,0,1322.09636819961,36.2026850895009,0,6737.1827429505,825.5,163944.3,4367.96216645494,109296.2,0,158496,4340.06242960893,0,807669.2,5684.32579139988,6.71598926336018,1333.79546770333,35.5362653091155,889.196978468888,0,1289.46993856515,35.3092824707044,0,6570.9238952716,46.2457552810211,5544.04913690383,90,17874,476.216347644996,11916,0,17280,473.1745834825,0,88056,619.732672593566,74295,604.439033702416,4.49980967033027,893.662200527592,23.8098102922480,595.774800351728,0,863.963456703412,23.6577285167672,0,4402.61378145114,30.9853230350684,3714.59288285764,30.2206734331024,404.982870329724
28.02,1,198.6,5.29129275161107,1050.85074046996,132.4,26294.64,700.567160313306,0,0,0,0,192,38131.2,1015.92820830933,25420.8,0,5.25749537202778,1044.13858088472,27.8189471536393,696.092387256478,0,1009.43911142933,0,0,0,0,0,0,0,978.4,194310.24,5177.00082817627,129540.16,0,187852.8,5143.93347199198,0,6.88591858437296,1367.54343085647,36.4354110936766,911.69562057098,0,1322.09636819961,36.2026850895009,0,6737.1827429505,825.5,163944.3,4367.96216645494,109296.2,0,158496,4340.06242960893,0,807669.2,5684.32579139988,6.71598926336018,1333.79546770333,35.5362653091155,889.196978468888,0,1289.46993856515,35.3092824707044,0,6570.9238952716,46.2457552810211,5544.04913690383,28,5560.8,148.15619704511,3707.2,0,5376,147.209870416778,0,27395.2,192.805720362443,23114,188.047699374085,3.3322045101752,661.775815720795,17.6316695715757,441.183877147196,0,639.783265953638,17.5190497908962,0,3260.22889275542,22.9452889635468,2750.73482314963,22.379049713657,93.3017262849056
43.01,1,427.5,6.05795428837681,2589.77545828109,47.5,20306.25,287.752828697898,0,0,0,0,228,97470,1381.21357774991,10830,0,5.42934562895444,2321.04525637802,32.8907276360044,257.893917375336,0,1237.89080340161,0,0,0,0,0,0,0,932,398430,5646.01339676719,44270,0,212496,5060.15012618554,0,6.8373328146856,2922.95977827809,41.4202496457841,324.773308697566,0,1558.91188174832,37.12224303112,0,6372.39418328698,594,253935,3598.42484729583,28215,0,135432,3225.03130359894,0,553608,4061.37569192325,6.38687931936265,2730.39090902753,38.6914229620781,303.376767669726,0,1456.20848481468,34.6765753152411,0,5952.57152564599,43.6692195537151,3793.80631570141,270,115425,1635.64765786174,12825,0,61560,1465.92331981770,0,251640,1846.07985996511,160380,1724.45741622792,5.59842195899838,2393.32538747181,33.9149843146571,265.925043052423,0,1276.44020665163,30.3957677921304,0,5217.72926578649,38.2782741707161,3325.46264364504,35.7564454309925,1511.57392892956
42.33,1,190,5.24702407216049,996.934573710493,190,36100,996.934573710493,0,0,0,0,228,43320,1196.32148845259,43320,0,5.42934562895444,1031.57566950134,28.4879072112033,1031.57566950134,0,1237.89080340161,0,0,0,0,0,0,0,932,177080,4890.22643525358,177080,0,212496,5060.15012618554,0,6.8373328146856,1299.09323479026,35.8756498680282,1299.09323479026,0,1558.91188174832,37.12224303112,0,6372.39418328698,670,127300,3515.50612834753,127300,0,152760,3637.66157139947,0,624440,4581.01298583935,6.50727771238501,1236.38276535315,34.1438428011176,1236.38276535315,0,1483.65931842378,35.3302598041302,0,6064.78282794283,44.4924234371623,4359.87606729796,90,17100,472.232166494444,17100,0,20520,488.6411066059,0,83880,615.359953321704,60300,585.654994114651,4.49980967033027,854.963837362751,23.6106096603635,854.963837362751,0,1025.95660483530,24.4310219647346,0,4193.82261274781,30.7666963187887,3014.87247912128,29.2815111777147,404.982870329724
47.81,1,304,5.71702770140622,1737.97642122749,76,23104,434.494105306873,0,0,0,0,228,69312,1303.48231592062,17328,0,5.42934562895444,1650.52107120215,31.0397193612413,412.630267800537,0,1237.89080340161,0,0,0,0,0,0,0,932,283328,5328.2698177106,70832,0,212496,5060.15012618554,0,6.8373328146856,2078.54917566442,39.0892211052913,519.637293916106,0,1558.91188174832,37.12224303112,0,6372.39418328698,670,203680,3830.40855994217,50920,0,152760,3637.66157139947,0,624440,4581.01298583935,6.50727771238501,1978.21242456504,37.2022869424484,494.553106141261,0,1483.65931842378,35.3302598041302,0,6064.78282794283,44.4924234371623,4359.87606729796,28,8512,160.076775639374,2128,0,6384,152.021677610724,0,26096,191.445318811197,18760,182.203775946780,3.3322045101752,1012.99017109326,19.0503054914224,253.247542773315,0,759.742628319946,18.091689992102,0,3105.61460348329,22.7833912426642,2232.57702181738,21.6835801421719,93.3017262849056
52.91,1,380,5.94017125272043,2257.26507603376,0,0,0,0,0,0,0,228,86640,1354.35904562026,0,0,5.42934562895444,2063.15133900269,32.2512428261985,0,0,1237.89080340161,0,0,0,0,0,0,0,932,354160,5536.23960753544,0,0,212496,5060.15012618554,0,6.8373328146856,2598.18646958053,40.6149278310775,0,0,1558.91188174832,37.12224303112,0,6372.39418328698,670,254600,3979.91473932269,0,0,152760,3637.66157139947,0,624440,4581.01298583935,6.50727771238501,2472.76553070630,38.6543440005778,0,0,1483.65931842378,35.3302598041302,0,6064.78282794283,44.4924234371623,4359.87606729796,90,34200,534.615412744839,0,0,20520,488.6411066059,0,83880,615.359953321704,60300,585.654994114651,4.49980967033027,1709.92767472550,26.7296400464093,0,0,1025.95660483530,24.4310219647346,0,4193.82261274781,30.7666963187887,3014.87247912128,29.2815111777147,404.982870329724
39.36,1,139.6,4.93878119032827,689.453854169827,209.4,29232.24,1034.18078125474,0,0,0,0,192,26803.2,948.245988543028,40204.8,0,5.25749537202778,733.946353935078,25.9656192516087,1100.91953090262,0,1009.43911142933,0,0,0,0,0,0,0,1047,146161.2,5170.9039062737,219241.8,0,201024,5504.59765451309,0,6.95368421087054,970.734315837527,34.3427247841301,1456.10147375629,0,1335.10736848714,36.5589625571945,0,7280.50736878145,806.9,112643.24,3985.10254247588,168964.86,0,154924.8,4242.27301568922,0,844824.3,5610.92778975144,6.69319974485446,934.370684381683,33.0562490029972,1401.55602657252,0,1285.09435101206,35.1894666826298,0,7007.78013286262,46.5423973859972,5400.74287412306,90,12564,444.490307129544,18846,0,17280,473.1745834825,0,94230,625.831578978349,72621,602.387977036901,4.49980967033027,628.173429978106,22.2235753598844,942.260144967159,0,863.963456703412,23.6577285167672,0,4711.30072483579,31.2902554564982,3630.89642298950,30.1181249373482,404.982870329724
56.14,1,342,5.8348107370626,1995.50527207541,38,12996,221.722808008379,0,0,0,0,228,77976,1330.33684805027,8664,0,5.42934562895444,1856.83620510242,31.6792041710473,206.315133900269,0,1237.89080340161,0,0,0,0,0,0,0,932,318744,5438.04360694234,35416,0,212496,5060.15012618554,0,6.8373328146856,2338.36782262248,39.894542919998,259.818646958053,0,1558.91188174832,37.12224303112,0,6372.39418328698,670,229140,3909.32319383194,25460,0,152760,3637.66157139947,0,624440,4581.01298583935,6.50727771238501,2225.48897763567,37.9687338652722,247.276553070630,0,1483.65931842378,35.3302598041302,0,6064.78282794283,44.4924234371623,4359.87606729796,365,124830,2129.70591902785,13870,0,83220,1981.71115456837,0,340180,2495.62647736024,244550,2375.15636502053,5.89989735358249,2017.76489492521,34.4247844262503,224.196099436135,0,1345.17659661681,32.0325819079530,0,5498.70433353888,40.3395617789263,3952.93122690027,38.3922705543266,2153.46253405761
40.56,1,380,5.94017125272043,2257.26507603376,95,36100,564.316269008441,0,0,0,0,228,86640,1354.35904562026,21660,0,5.42934562895444,2063.15133900269,32.2512428261985,515.787834750672,0,1237.89080340161,0,0,0,0,0,0,0,932,354160,5536.23960753544,88540,0,212496,5060.15012618554,0,6.8373328146856,2598.18646958053,40.6149278310775,649.546617395132,0,1558.91188174832,37.12224303112,0,6372.39418328698,594,225720,3528.46172411594,56430,0,135432,3225.03130359894,0,553608,4061.37569192325,6.38687931936265,2427.01414135781,37.9391569274726,606.753535339452,0,1456.20848481468,34.6765753152411,0,5952.57152564599,43.6692195537151,3793.80631570141,90,34200,534.615412744839,8550,0,20520,488.6411066059,0,83880,615.359953321704,53460,574.819138742638,4.49980967033027,1709.92767472550,26.7296400464093,427.481918681376,0,1025.95660483530,24.4310219647346,0,4193.82261274781,30.7666963187887,2672.88694417618,28.7397413245005,404.982870329724
42.62,1,475,6.16331480403464,2927.57453191645,0,0,0,0,0,0,0,228,108300,1405.23577531990,0,0,5.42934562895444,2578.93917375336,33.4627662911557,0,0,1237.89080340161,0,0,0,0,0,0,0,932,442700,5744.20939736029,0,0,212496,5060.15012618554,0,6.8373328146856,3247.73308697566,42.1406345568636,0,0,1558.91188174832,37.12224303112,0,6372.39418328698,594,282150,3661.00899359658,0,0,135432,3225.03130359894,0,553608,4061.37569192325,6.38687931936265,3033.76767669726,39.3643478606105,0,0,1456.20848481468,34.6765753152411,0,5952.57152564599,43.6692195537151,3793.80631570141,180,85500,1109.39666472624,0,0,41040,977.2822132118,0,167760,1230.71990664341,106920,1149.63827748528,5.19295685089021,2466.65450417285,32.0058278358047,0,0,1183.99416200297,28.1943575797298,0,4839.83578502968,35.505974281838,3084.61636942878,33.1667887172933,934.732233160238
41.84,1,427.5,6.05795428837681,2589.77545828109,47.5,20306.25,287.752828697898,0,0,0,0,228,97470,1381.21357774991,10830,0,5.42934562895444,2321.04525637802,32.8907276360044,257.893917375336,0,1237.89080340161,0,0,0,0,0,0,0,932,398430,5646.01339676719,44270,0,212496,5060.15012618554,0,6.8373328146856,2922.95977827809,41.4202496457841,324.773308697566,0,1558.91188174832,37.12224303112,0,6372.39418328698,594,253935,3598.42484729583,28215,0,135432,3225.03130359894,0,553608,4061.37569192325,6.38687931936265,2730.39090902753,38.6914229620781,303.376767669726,0,1456.20848481468,34.6765753152411,0,5952.57152564599,43.6692195537151,3793.80631570141,180,76950,1090.43177190783,8550,0,41040,977.2822132118,0,167760,1230.71990664341,106920,1149.63827748528,5.19295685089021,2219.98905375556,31.4586952242061,246.665450417285,0,1183.99416200297,28.1943575797298,0,4839.83578502968,35.505974281838,3084.61636942878,33.1667887172933,934.732233160238
28.24,1,139.6,4.93878119032827,689.453854169827,209.4,29232.24,1034.18078125474,0,0,0,0,192,26803.2,948.245988543028,40204.8,0,5.25749537202778,733.946353935078,25.9656192516087,1100.91953090262,0,1009.43911142933,0,0,0,0,0,0,0,1047,146161.2,5170.9039062737,219241.8,0,201024,5504.59765451309,0,6.95368421087054,970.734315837527,34.3427247841301,1456.10147375629,0,1335.10736848714,36.5589625571945,0,7280.50736878145,806.9,112643.24,3985.10254247588,168964.86,0,154924.8,4242.27301568922,0,844824.3,5610.92778975144,6.69319974485446,934.370684381683,33.0562490029972,1401.55602657252,0,1285.09435101206,35.1894666826298,0,7007.78013286262,46.5423973859972,5400.74287412306,28,3908.8,138.285873329192,5863.2,0,5376,147.209870416778,0,29316,194.703157904375,22593.2,187.409592855925,3.3322045101752,465.175749620458,16.4570289571803,697.763624430687,0,639.783265953638,17.5190497908962,0,3488.81812215343,23.1710978897969,2688.75581926037,22.3031103773075,93.3017262849056
8.06,1,139.6,4.93878119032827,689.453854169827,209.4,29232.24,1034.18078125474,0,0,0,0,192,26803.2,948.245988543028,40204.8,0,5.25749537202778,733.946353935078,25.9656192516087,1100.91953090262,0,1009.43911142933,0,0,0,0,0,0,0,1047,146161.2,5170.9039062737,219241.8,0,201024,5504.59765451309,0,6.95368421087054,970.734315837527,34.3427247841301,1456.10147375629,0,1335.10736848714,36.5589625571945,0,7280.50736878145,806.9,112643.24,3985.10254247588,168964.86,0,154924.8,4242.27301568922,0,844824.3,5610.92778975144,6.69319974485446,934.370684381683,33.0562490029972,1401.55602657252,0,1285.09435101206,35.1894666826298,0,7007.78013286262,46.5423973859972,5400.74287412306,3,418.8,14.8163435709848,628.2,0,576,15.7724861160833,0,3141,20.8610526326116,2420.7,20.0795992345634,1.09861228866811,153.366275498068,5.42580570673755,230.049413247102,0,210.933559424277,5.77594902332544,0,1150.24706623551,7.63940292557978,886.470255726298,7.35323149020737,3.29583686600433
44.21,1,139.6,4.93878119032827,689.453854169827,209.4,29232.24,1034.18078125474,0,0,0,0,192,26803.2,948.245988543028,40204.8,0,5.25749537202778,733.946353935078,25.9656192516087,1100.91953090262,0,1009.43911142933,0,0,0,0,0,0,0,1047,146161.2,5170.9039062737,219241.8,0,201024,5504.59765451309,0,6.95368421087054,970.734315837527,34.3427247841301,1456.10147375629,0,1335.10736848714,36.5589625571945,0,7280.50736878145,806.9,112643.24,3985.10254247588,168964.86,0,154924.8,4242.27301568922,0,844824.3,5610.92778975144,6.69319974485446,934.370684381683,33.0562490029972,1401.55602657252,0,1285.09435101206,35.1894666826298,0,7007.78013286262,46.5423973859972,5400.74287412306,180,25128,888.980614259089,37692,0,34560,946.349166965,0,188460,1251.66315795670,145242,1204.77595407380,5.19295685089021,724.936776384273,25.6468776173629,1087.40516457641,0,997.04771537092,27.3019466106952,0,5437.02582288205,36.1101820617673,4190.19688298331,34.7574974694186,934.732233160238
52.52,1,380,5.94017125272043,2257.26507603376,0,0,0,0,0,0,0,228,86640,1354.35904562026,0,0,5.42934562895444,2063.15133900269,32.2512428261985,0,0,1237.89080340161,0,0,0,0,0,0,0,932,354160,5536.23960753544,0,0,212496,5060.15012618554,0,6.8373328146856,2598.18646958053,40.6149278310775,0,0,1558.91188174832,37.12224303112,0,6372.39418328698,670,254600,3979.91473932269,0,0,152760,3637.66157139947,0,624440,4581.01298583935,6.50727771238501,2472.76553070630,38.6543440005778,0,0,1483.65931842378,35.3302598041302,0,6064.78282794283,44.4924234371623,4359.87606729796,365,138700,2168.16250724296,0,0,83220,1981.71115456837,0,340180,2495.62647736024,244550,2375.15636502053,5.89989735358249,2241.96099436135,35.0464006537520,0,0,1345.17659661681,32.0325819079530,0,5498.70433353888,40.3395617789263,3952.93122690027,38.3922705543266,2153.46253405761
53.3,1,380,5.94017125272043,2257.26507603376,0,0,0,0,0,0,0,228,86640,1354.35904562026,0,0,5.42934562895444,2063.15133900269,32.2512428261985,0,0,1237.89080340161,0,0,0,0,0,0,0,932,354160,5536.23960753544,0,0,212496,5060.15012618554,0,6.8373328146856,2598.18646958053,40.6149278310775,0,0,1558.91188174832,37.12224303112,0,6372.39418328698,670,254600,3979.91473932269,0,0,152760,3637.66157139947,0,624440,4581.01298583935,6.50727771238501,2472.76553070630,38.6543440005778,0,0,1483.65931842378,35.3302598041302,0,6064.78282794283,44.4924234371623,4359.87606729796,270,102600,1603.84623823452,0,0,61560,1465.92331981770,0,251640,1846.07985996511,180900,1756.96498234395,5.59842195899838,2127.40034441938,33.255585181441,0,0,1276.44020665163,30.3957677921304,0,5217.72926578649,38.2782741707161,3750.94271252891,36.430486438317,1511.57392892956
